descripcion,categoria
DB CENTRO MEDICO SAN FELIPE,Salud
TWITCH TARJETA 6259,Ocio
CUOTA CONDOMINIO REF791369,Vivienda
MAX.COM PE,Ocio
LINKEDIN LEARNING COD480655,Educación
WEB PARQUE ARAUCO,Compras
COMPRA WEB WALMART,Alimentación
PAGO SWISS MEDICAL,Servicios
APP CINEPLANET,Ocio
LABORATORIO ROE AUT529564,Salud
IZZI TELECOM APROB991831,Servicios
COMPRA INTL CROSSFIT BOX,Ocio
AMZN MKTPLACE STORE,Compras
DEB CROSSFIT BOX,Ocio
WEB PALACIO DE HIERRO,Compras
UBER EATS #960540,Alimentación
SUBWAY AUTORIZ 762282,Alimentación
COD BOLETERIA JOINNUS,Ocio
REF JUAN VALDEZ,Alimentación
RETIRO REPSOL,Transporte
COMPRA CINE COLOMBIA CALLAO,Ocio
TOTTUS ENE,Alimentación
TACO BELL STORE,Alimentación
MAPFRE SEGUROS #921346,Servicios
EL CORRAL MX,Alimentación
SANTA FE MALL TARJETA 2582,Compras
ALLIANZ SEGUROS MASTERCARD,Servicios
NRO OP 095734 VIVANDA,Alimentación
ONLINE SHEIN,Compras
DISCO OP194339,Alimentación
COMPRA WEB MIFARMA,Salud
MAKRO TARJETA 4220,Alimentación
COMPRA SEARS,Compras
BUS EJECUTIVO.COM,Transporte
ADMINISTRACION CONJUNTO RESIDENCIAL JUL,Vivienda
BATA LATAM,Compras
COMPRA WEB COPA AIRLINES,Transporte
PAGO SERV SCOOTER MOVO,Transporte
WEB OECHSLE,Compras
COMPRA WEB FARMACIA INKAFARMA,Salud
CROSSFIT BOX AUTORIZ 148584,Ocio
COMPRA CENCOSUD,Compras
LINKEDIN LEARNING.COM,Educación
PAGO SERV SHEIN,Compras
NRO OP 474480 ADIDAS STORE,Compras
INMOBILIARIA CENTURY21 TIJUANA,Vivienda
PAGO SERV TOTTUS CHILE,Alimentación
ITUZAINGO PEAJE TARJETA 3648,Transporte
ITUZAINGO PEAJE LATAM,Transporte
RETIRO AMAZON PRIME VIDEO,Ocio
PROMART HOME CENTER REF686379,Vivienda
DB ADIDAS STORE,Compras
RETIRO H&M,Compras
COD TERPEL,Transporte
PALACIO DE HIERRO OP954238,Compras
DB GYM SMARTFIT,Ocio
PLAZA VEA SHOP NUNOA,Compras
CARGO PLAYSTATION STORE,Ocio
INMOBILIARIA CENTURY21 #043303,Vivienda
SANTA FE MALL AUT266599,Compras
CARGO FARMACIA GUADALAJARA,Salud
COMPRA POS SIT MEDELLIN,Transporte
PORTES BANCARIOS.COM,Servicios
CINE COLOMBIA TARJETA 0137,Ocio
D1 LIMA,Alimentación
CFE LIMA,Servicios
COMPRA POS LA REBAJA VIRTUAL,Salud
PLAZA NORTE REF791814,Compras
COMPRA POS TACO BELL,Alimentación
COMPRA INTL PAGO ARRIENDO,Vivienda
BEMBOS APROB951955,Alimentación
NEQUI*LEONARDO,Alimentación
COMPRA POS MERCADO LIBRE,Compras
PAGO SERV TICKETMASTER,Ocio
AVIANCA MIRAFLORES,Transporte
PEAJE RUTAS DEL SOL QR,Transporte
CINEMARK*099443,Ocio
SANCOR SEGUROS APROB998253,Servicios
COMPRA INTL CHILIS,Alimentación
TRANSF A CINEMARK,Ocio
LA POSITIVA SEGUROS AUT672812,Servicios
COMPRA DIA TOLUCA,Alimentación
RETIRO SHEIN,Compras
HOMECENTER #403394,Vivienda
EASY CONSTRUCCION STORE,Vivienda
COMPRA WEB MASSIMO DUTTI,Compras
REF VTR,Servicios
PARQUE DE LAS LEYENDAS 30AUG,Ocio
COMPRA POS PLATZI,Educación
PAGO ONLINE PUMA ENERGY,Transporte
COD HOSPITAL ITALIANO,Salud
CCARGO ENEX,Transporte
PAGO INMOBILIARIA CENTURY21,Vivienda
PARQUE DE LAS LEYENDAS SEP,Ocio
NRO OP 947360 FARMACIA SIMILARES,Salud
COPPEL REF564094,Compras
7 ELEVEN REF177771,Alimentación
FALABELLA OP106129,Compras
SANITAS EPS APROB931705,Servicios
RETIRO WOM,Servicios
SANNITAS EPS COD623260,Servicios
SPOTIFY LATAM,Ocio
LA REBAJA VIRTUAL #903245,Salud
COMPRA TC LUZ DEL SUR,Servicios
CRUZ VERDE #694641,Salud
NEQUI*HELIODORO,Alimentación
TRX BUS EJECUTIVO,Transporte
NIKE STORE OP541431,Compras
PAGO SERV CABIFY,Transporte
LUZ DEL SUR AUT577193,Servicios
VEA SUPERMERCADO APROB590780,Alimentación
PLIN*MARÍA BELÉN,Servicios
METRO MIRAFLORES,Alimentación
TOTTUS COD570041,Alimentación
D1 #431769,Alimentación
ALIEXPRESS VISA,Compras
CONCIERTO LIVE NATION AUT173365,Ocio
SORIANA NOV,Alimentación
RFE PROMART HOME CENTER,Vivienda
TRX PORTES BANCARIOS,Servicios
PULL BEAR TARJETA 9584,Compras
YAPE*HILDA,Servicios
TRX EDESUR,Servicios
COMPRA INTL PERSONAL ARG,Servicios
SCOOTER MOVO AUT143442,Transporte
PAGO ONLINE COPEC,Transporte
ML*COMPRA ARGENTINA,Compras
ENEL MAR,Servicios
COMPRA WEB CONSULTORIO DENTAL SONRIE,Salud
RIMAC SEGUROS OP369411,Servicios
TRX PALACIO DE HIERRO,Compras
PAGO PALACIO DE HIERRO,Compras
PAGO ONLINE MOVISTAR FIBRA,Servicios
FERRETERIA EL TORNILLO SAN ISIDRO,Vivienda
PLAZA VEA SHOP QR,Compras
TEATRO MUNICIPAL.COM,Ocio
H&M*304665,Compras
DEB OSDE PREPAGA,Servicios
ML*COMPRA 09/02/25,Compras
LABORATORIO CLINICO ROCHE 26MAY,Salud
TAXI DATUM SAN ISIDRO,Transporte
EBAY TARJETA 9882,Compras
RETIRO MAKRO,Alimentación
OPTICA GMO AUT703801,Salud
TRANSF A OPTICA GMO,Salud
MAX.COM.COM,Ocio
REF OPTICA GMO,Salud
TRANSMILENIO AUTORIZ 349422,Transporte
PAGO HIPOTECARIO QR,Vivienda
PAGO ONLINE WWOM,Servicios
PARQUE DE LAS LEYENDAS MASTERCARD,Ocio
PAGO TRUPER FERRETERIA,Vivienda
AEROMEXICO CHILE,Transporte
COMPRA CLINICA LAS AMERICAS MAR DEL PLATA,Salud
APP PEMEX,Transporte
H&M MASTERCARD,Compras
CHINA WOK VISA,Alimentación
COMPRA POS ESTACIONAMIENTO,Transporte
DAVIPLATA*REBECA 882164,Alimentación
DUOLINGO PLUS*244546,Educación
H&M OPP956441,Compras
G500 MIRAFLORES,Transporte
NORKYS PE,Alimentación
PAGO ONLINE MERCADO LIBRE,Compras
PAGO PAYLESS,Compras
AGUAS ANDINAS REF132705,Servicios
COMPRA WEB COTO,Alimentación
PAGO SERV TEATRO MUNICIPAL,Ocio
PAGO PENSION COLEGIO LATAM,Educación
COMPRA TC MUNDO MARINO,Ocio
HOMECENTER STORE,Vivienda
DUNKIN 12/02,Alimentación
PAGO CROSSFIT BOX,Ocio
PAYLESS AUT055928,Compras
BEAT MAR,Transporte
PAGO PEAJE RUTAS DEL SOL,Transporte
PEAJE RUTAS DEL SOL VISA,Transporte
REPSOL*111670,Transporte
DISCOTECA CLUB TOLUCA,Ocio
SEDAPAL 18/05/24,Servicios
COMPRA INTL PLAYCENTER,Ocio
PLAYCENTER LIMA,Ocio
ADIDAS STORE BARRANQUILLA,Compras
METRO SANTIAGO JUL,Transporte
BUS EJECUTIVO LIMA,Transporte
WEB KARAOKE BOX,Ocio
PETROPERU QR,Transporte
PLAZA NORTE MIRAFLORES,Compras
DEBITO AUTOMATICO CINEPLANET,Ocio
DEBITO AUTOMATICO SUBTE BUENOS AIRES,Transporte
DENTAL PLUS STORE,Salud
NORKYS VISA,Alimentación
DEB ALLIANZ SEGUROS,Servicios
TRX EBAY,Compras
PULL BEAR COD302329,Compras
WEB ITUZAINGO PEAJE,Transporte
BITEL COD891361,Servicios
LUZ DDEL SUR AUT727146,Servicios
DEB EDENOR,Servicios
PAGO ONLINE LABORATORIO CLINICO ROCHE,Salud
APP GASCO,Servicios
LUZ DEL SUR AUT225634,Servicios
COMPRA POS CHINA WOK,Alimentación
REF MASSIMO DUTTI,Compras
WOM LATAM,Servicios
ONLINE PLAZA VEA SHOP,Compras
WALMART COOD983356,Alimentación
OPTICA LA INES QR,Salud
WEB PLAYSTATION STORE,Ocio
MODO*MAURA,Alimentación
TRANSFERENCIA VARIOS OP593900,Otros
COMPRA HOSPITAL ITALIANO,Salud
MODO*DIONISIA,Otros
PAYLESS MIRAFLORES,Compras
COMISION MANTENIMIENTO CUENTA COD545026,Servicios
NRO OP 654182 CENCOSUD,Compras
CODENSA QR,Servicios
NRO OP 129794 TAXI DATUM,Transporte
VEA SUPERMERCADO TARJETA 7336,Alimentación
METRO CDMX REF103119,Transporte
POS COPEC,Transporte
EBAY AUTORIZ 475874,Compras
EPM STORE,Servicios
APP CLINICA RICARDO PALMA,Salud
PAGO ONLINE ZARA,Compras
WOM AUT194249,Servicios
AEROMEXICO STORE,Transporte
CHILIS MIRAFLORES,Alimentación
WEB OLIMPICA,Alimentación
LIDER REF205615,Alimentación
SHEIN PERU,Compras
APP SURA SEGUROS,Servicios
CRUZ DEL SUR AUT746539,Transporte
DEB JUMBO,Alimentación
POS MERCADO SHOPS,Compras
COMPRA LUZ DEL SUR CARTAGENA,Servicios
BEMBOS.COM,Alimentación
COMPRA LIDER CALLAO,Alimentación
KARAOKE BOX.COM,Ocio
TRX KFC,Alimentación
DEBITO AUTOMATICO TEATRO MUNICIPAL,Ocio
UBER TRIP VISA,Transporte
DEBITO AUTOMATICO PAYLESS,Compras
COMPRA PLAZAS EXITO ROPA VALPARAISO,Compras
APP COURSERA,Educación
PAGO PENSION COLEGIO AUT181035,Educación
ALLIANZ SEGUROS COYOACAN,Servicios
CARGO BAR E LBOTIJON,Ocio
LIDER COD436453,Alimentación
POS INMOBILIARIA CENTURY21,Vivienda
FERRETERIA EL TORNILLO*239343,Vivienda
COMPRA TC MERCADO SHOPS,Compras
STEAM GAMES MASTERCARD,Ocio
CLINICA LAS AMERICAS REF340461,Salud
NRO OP 419286 PORTES BANCARIOS,Servicios
COMPRA PRIMAX,Transporte
WOM FIBRA MASTERCARD,Servicios
APP LIVERPOOL,Compras
ADMINISTRACION EDIFICIO COD066223,Vivienda
PAGO SERV UNIMARC,Alimentación
MIFARMA STORE,Salud
DEEZER AUTORIZ 263754,Ocio
WEB EBAY,Compras
BERSHKA REF696166,Compras
PULL BEAR LIMA,Compras
WEB IZZI TELECOM,Servicios
ONLINE COMISION MANTENIMIENTO CUENTA,Servicios
INMOBILIARIA CENTURY21 TARJETA 1815,Vivienda
ONLINE OXXO,Alimentación
CHEDRAUI OP644461,Alimentación
CARGO INMOBILIARIA CENTURY21,Vivienda
CLARO SHOP QR,Compras
NRO OP 190307 AMZN MKTPLACE,Compras
TRUPER FERRETERIA OP877234,Vivienda
CINEPOLIS OP947653,Ocio
POS MOVISTAR FIBRA,Servicios
MANTTO CONJUNTO COLOMBIA,Vivienda
FARMACIA SIMILARES AUTORIZ 510166,Salud
ESTACIONAMIENTO OP835009,Transporte
GASCO GUADALAJARA,Servicios
REPSOL MIRAFLORES,Transporte
ONLINE SURA SEGUROS,Servicios
COMPRA INTL SPOTIFY,Ocio
SODIMAC CONSTRUCCION AUT081663,Vivienda
SEGUROS BOLIVAR CALLAO,Servicios
PAGO ONLINE JUAN VALDEZ,Alimentación
TRX TEMU,Compras
ONLINE AEROMEXICO,Transporte
COMISION MANTENIMIENTO CUENTA PALERMO,Servicios
DB MERCADO LIBRE,Compras
TRANSF A PROMART HOME CENTER,Vivienda
MODO*CLAUDIA 163692,Servicios
WOM AUT211768,Servicios
OLIMPICA #596556,Alimentación
PARQUE ARAUCO AREQUIPA,Compras
ANTICUCHOS DON JORGE CALLAO,Alimentación
CRUZ VERDE*682834,Salud
PAGO ONLINE FALABELLA,Compras
COMPRA AMZN MKTPLACE NUNOA,Compras
MODO*LOIDA,Servicios
PEDIDOSYA 08/09/24,Alimentación
APP ALQUILER DEPARTAMENTO,Vivienda
COMPRA INTL PARQUE DE LAS LEYENDAS,Ocio
RETIRO GASCO,Servicios
ALQUILER DEPARTAMENTO REF555188,Vivienda
TRANSF A COTO,Alimentación
PLAZA VESTIR 24/06,Compras
DEB TOTTUS,Alimentación
POS COURSERA,Educación
PAGO PROMART HOME CENTER,Vivienda
DEB SAGA FALABELLA,Compras
NETFLIX.COM LIMA,Ocio
PERSONAL ARG AREQUIPA,Servicios
PAGO SURA SEGUROS,Servicios
ANALISIS CLINICOS UNIDOS #908991,Salud
BODYTECH GYM OP923148,Ocio
COPEC COD551189,Transporte
NRO OP 652388 CLARO,Servicios
CABIFY LIMA,Transporte
MERCADO PAGO*MARÍA BELÉN 068418,Servicios
PARQUE ARAUCO STORE,Compras
COMPRA OLIMPICA,Alimentación
SEARS SAN ISIDRO,Compras
NRO O P469499 HOMECENTER,Vivienda
MANTTO CONJUNTO MIRAFLORES,Vivienda
FARMATODO #847292,Salud
PAGO SERV DEEZER,Ocio
KFC P923588,Alimentación
WOM FIBRA AUTORIZ 716860,Servicios
PAGO BITEL,Servicios
PAGO PARDOS CHICKEN,Alimentación
DIDI PERU,Transporte
EXITO #798016,Alimentación
TELMEX INTERNET TARJETA 2944,Servicios
PALACIO DE HIERRO 28-04-2025,Compras
PLAZA VESTIR TARJETA 7746,Compras
DB VEA SUPERMERCADO,Alimentación
SEGURROS BOLIVAR #512398,Servicios
TRX WALMART,Alimentación
PARQUE ARAUCO QR,Compras
COMPRA POS REPSOL,Transporte
PRIMAX CL,Transporte
ARA APROB940126,Alimentación
COMPRA INTL PEAJE RUTA,Transporte
INMOBILIARIA CENTURY21 SAN ISIDRO,Vivienda
MOVISTAR FIRBA*242231,Servicios
AMAZON PRIME VIDEO LATAM,Ocio
DEBITO AUTOMATICO ESTACIONAMIENTO,Transporte
UNIMARC #805387,Alimentación
KARAOKE BOX*584164,Ocio
UBER TRIP AUTORIZ 042685,Transporte
TEATRO MUNICIPAL JUN,Ocio
COMPRA TC PLAYSTATION STORE,Ocio
BURGER KING MX,Alimentación
STEAM GAMES OP818437,Ocio
COMPRA TC EDSUR,Servicios
ICPNA PALERMO,Educación
COMPRA CLARO,Servicios
DEB CABIFY,Transporte
COPPEL REF749776,Compras
COMPRA TC SCOOTER MOVO,Transporte
MOVISTAR FIBRA STORE,Servicios
MERCADO PAGO*ANUNCIACIÓN 035817,Servicios
TEMU LATAM,Compras
PAGO SALCOBRAND,Salud
MIFARMA APROB736943,Salud
CARGO ALQUILER DEPARTAMENTO,Vivienda
TRX PAGO MATRICULA,Educación
DEBITO AUTOMATICO LIVERPOOL,Compras
TRANSF A CARULLA,Alimentación
MODO*AITANA,Servicios
YAPE*AARÓN 983976,Servicios
SUBWAY SAN ISIDRO,Alimentación
COMPRA WEB RAPPI RESTAURANTE,Alimentación
ALQUILER DEPARTAMENTO SAN ISIDR,Vivienda
EXITO REF127019,Alimentación
REF FRISBY,Alimentación
EXITO REF479243,Alimentación
NEQUI*SABAS 634216,Servicios
DB CLINICA LAS AMERICAS,Salud
DEBITO AUTOMATICO APPLE.COM,Compras
DENTAL PLUS SURCO,Salud
IN DRIVER AUTORIZ 490235,Transporte
PAGO ONLINE MASSIMO DUTTI,Compras
CARULLA LATA,Alimentación
ANTICUCHS DON JORGE AUTORIZ 057882,Alimentación
REF SANCOR SEGUROS,Servicios
ARA.COM,Alimentación
FARMACIA INKAFARMA QR,Salud
DB CINE COLOOMBIA,Ocio
NRO OP 517628 ENVIO WESTERN UNION,Otros
COMPRA METRO DE LIMA,Transporte
COD FERRETERIA EL TORNILLO,Vivienda
PORTES BANCARIOS COD866088,Servicios
SEGUROS BOLIVAR APROB760650,Servicios
ALLIANZ SEGUROS REF212872,Servicios
NRO OP 331348 COPA AIRLINES,Transporte
UBER TRIP #682609,Transporte
APP PETROPERU,Transporte
YAPE*DIONISIO 207925,Otros
NRO OP 609125 PAPA JOHNS,Alimentación
COMPRA PEAJE RUTA VALPARAISO,Transporte
EBAY NOV,Compras
WEB SWISS MEDICAL,Servicios
COMPRA AMZN MKTPLACE MIRAFLORES,Compras
ADMINISTRACION CONJUNTO RESIDENCIAL COD914727,Vivienda
EBAY.COM,Compras
COMPRA TC PEMEX,Transporte
PEMEX*837782,Transporte
CARGO SEARS,Compras
EL CORRAL OP176212,Alimentación
DEBITO AUTOMATICO POLLERIA NORKYS,Alimentación
WOM #435507,Servicios
COMPRA INTL EXITO,Alimentación
PLAZA VEA SHOP MASTERCARD,Compras
WALMART REF255873,Alimentación
EASY CONSTRUCCION COD745334,Vivienda
ALIEXPRESS FEB,Compras
CEVICHERIA EL RINCON LATAM,Alimentación
PAGO SERV APPLE TV PLUS,Ocio
ENEX MX,Transporte
TEMU.COM,Compras
SPOTIFY QR,Ocio
COMPRA WEB TRANSMILENIO,Transporte
POS NETFLIX.COM,Ocio
CHILIS COD242076,Alimentación
POLLERIA NORKYS JUL,Alimentación
SHEIN COD085966,Compras
COMPRA WEB CASA DE CAMBIO,Otros
AMAZON JUN,Compras
CONCIERTO LIVE NATION VISA,Ocio
PAGO FARMACIA INKAFARMA,Salud
COMPRA CREPES WAFFLES,Alimentación
PAAGO SERV DISCOTECA CLUB,Ocio
IZZI TELECOM OCT,Servicios
COMPRA PARDOS CHICKEN,Alimentación
PAGO PUMA ENERGY,Transporte
COMPRA G500 MONTERREY,Transporte
ALQUILER DEPARTAMENTO AUTORIZ 354650,Vivienda
MERCADO LIBRE LATAM,Compras
CHINA WOK LIMA,Alimentación
RETIRO FERRETERIA EL TORNILLO,Vivienda
POS CLINICA RICARDO PALMA,Salud
NRO OP 094992 WOM FIBRA,Servicios
CRUZ VERDE SAN ISIDRO,Salud
DEB MANTENIMIENTO TARJETA,Servicios
NRO OP 908448 WONG,Alimentación
RETIRO CAJERO QR,Otros
COD PEDIDOSYA,Alimentación
COMPRA POS CREDITO VIVIENDA,Vivienda
DIDI LIMA,Transporte
APP CLINICA SHAIO,Salud
SAGA FALABELLA OP476746,Compras
TELMEX INTERNET LATAM,Servicios
YAPE*AMALIA,Servicios
TRANSF A PULL BEAR,Compras
7 ELEVEN MASTERCARD,Alimentación
ZARA POLANCO,Compras
CHINA TOWN MAR,Alimentación
DEB CRUZ DEL SUR,Transporte
RETIRO IN DRIVER,Transporte
BODYTECH GYM 29/02/24,Ocio
COMPRA POS PAYLESS,Compras
ONLINE ALQUILER DEPARTAMENTO,Vivienda
EASY CONSTRUCCION*110799,Vivienda
YAPE*ADELINA 097773,Servicios
ITUZAINGO PEAJE APROB368423,Transporte
TRANSF A MOVISTAR,Servicios
COMPRA TC STARBUCKS,Alimentación
RIFA BENEFICA AUT817990,Otros
CARGO ESTACIONAMIENTO,Transporte
SANITAS EPS LATAM,Servicios
PAYLESS AUT071747,Compras
YAPE*ÁNGEL 720250,Alimentación
PAGO JOCKEY PLAZA,Compras
ADIDAS STORE*248943,Compras
POS ENEL,Servicios
AVIANCA AUT758636,Transporte
OPTICA LA INES 11-05-2024,Salud
ONLINE WALMART,Alimentación
PLAYSTATION STORE TARJETA 3192,Ocio
COMPRA POS CLINICA SANNA,Salud
PAGO ARRIENDO VISA,Vivienda
LIBRERIA CRISOL LATAM,Educación
ONLINE SANCOR SEGUROS,Servicios
REF PAPA JOHNS,Alimentación
FERRETERIA EL TORNILLO NOV,Vivienda
SPOTIFY AUTORIZ 824843,Ocio
WONG MAR,Alimentación
COMPRA INTL PARQUE EXPLORA,Ocio
METRO CDMX OCT,Transporte
SWISS MEDICAL ENE,Servicios
APPLE TV PLUS MIRAFLORES,Ocio
COOMEVA EPS ENE,Servicios
COD SANTA FE MALL,Compras
TRX DONACION ONG,Otros
CARGO TEMU,Compras
MUSEO INTERACTIVO TARJETA 6172,Ocio
RETIRO AVIANNCA,Transporte
PUMA ENERGY MIRAFLORES,Transporte
PEMEX #186479,Transporte
PEAJE RUTAS DEL SOL OP405039,Transporte
FARMACIAS DEL AHORRO REF360603,Salud
EASY CONSTRUCCION SEP,Vivienda
MASSIMO DUTTI LATAM,Compras
PAGO ARRIENDO.COM,Vivienda
RETIRO IZZI TELECOM,Servicios
CHILIS #543446,Alimentación
COMPRA UBER TRIP,Transporte
DEBITO AUTOMATICO PARDOS CHICKEN,Alimentación
CENCOSUD LATAM,Compras
CENTRO MEDICO SAN FELIPE.COM,Salud
FALABELLA TARJETA 9221,Compras
PLAZA VEA SHOP APROB003481,Compras
CINEMARK APROB642180,Ocio
COMPRA SUBTE BUENOS AIRES,Transporte
PLIN*OMAR,Alimentación
EBAY ARGENTINA,Compras
DB FERRETERIA EL TORNILLO,Vivienda
COMPRA POS METRO SANTIAGO,Transporte
YAPE*EDELMIRO,Alimentación
TOTTUS CHILE APROB099862,Alimentación
AVIANCA CL,Transporte
WONG ABR,Alimentación
APPLE TV PLUS APROB620409,Ocio
PAGO SORIANA,Alimentación
PAGO CRUZ DEL SUR,Transporte
ENEX*732041,Transporte
BURGER KING*081051,Alimentación
PAPA JOHNS ARGENTINA,Alimentación
OXXO AUTORIZ 125611,Alimentación
PEAJE RUTA AUTORIZ 588172,Transporte
COMPRA TC BERSHKA,Compras
TRX PAGO ARRIENDO,Vivienda
CRUZ VERDE PERU,Salud
MODO*ISIDRO,Otros
CRUZ DEL SUR 31-05-2025,Transporte
APPLE.COM LATAM,Compras
MAESTRO HOME CENTER REF486672,Vivienda
AMZN MKTPLACE MIRAFLORES,Compras
COMPRA POS CRISTAL,Alimentación
NIKE STORE APROB474848,Compras
ESTACIONAMIENTO APROB408071,Transporte
COPEC REF023801,Transporte
COMPRA INTL KARAOKE BOX,Ocio
DEB PUMA ENERGY,Transporte
SHEIN TARJETA 1358,Compras
APP IBERDROLA,Servicios
REF DIA,Alimentación
TAXI DATUM OP706141,Transporte
PERSONAL ARG REF020004,Servicios
YOUTUBE PREMIUM LIMA,Ocio
TELMEX INTERNET OP147617,Servicios
DEB SPOTIFY,Ocio
METRO DE LIMA MAR,Transporte
PAGO ONLINE SANTA FE MALL,Compras
MODO*ÚRSULA,Servicios
PUMA ENERGY OP192584,Transporte
DEB NORKYS,Alimentación
PULL BEAR VISA,Compras
PRIMAX APROB926312,Transporte
COMPRA TC CLINICA LAS AMERICAS,Salud
PAGO SERV CREDITO VIVIENDA,Vivienda
PAGO PLAZA VEA SHOP,Compras
PAGO ONLINE DUNKIN,Alimentación
TRX ACBIFY,Transporte
LABORATORIO CLINICO ROCHE TARJETA 7324,Salud
EL CORRAL COD889093,Alimentación
CODENSA #586020,Servicios
CLINICA RICARDO PALMA #492308,Salud
PAGO SERV HBO MAX,Ocio
CHILIS APROB883939,Alimentación
SAGA FALABELLA APROB395551,Compras
TRANSANTIAGO OP274320,Transporte
COMISION INTERBANCARIA MASTERCARD,Servicios
COMPRA WEB DOMINOS PIZZA,Alimentación
TRX TACO BELL,Alimentación
BATA AUT568590,Compras
COSTANERA CENTER ARGENTINA,Compras
TRANSF A ADIDAS STORE,Compras
ITUZAINGO PEAJE OCT,Transporte
POS OPTICA LA INES,Salud
APP DIDI,Transporte
COMPRA WEB PROMART HOME CENTER,Vivienda
COMPRA TC PROMART HOME CENTER,Vivienda
CINEPOLIS SAN ISIDRO,Ocio
HOSPITAL ANGELES AUTORIZ 874045,Salud
WEB CINEPOLIS,Ocio
COMPRA TC PALACIO DE HIERRO,Compras
ENTEL REF520158,Servicios
COD PAGO VARIOS,Otros
NINTENDO ESHOP MASTERCARD,Ocio
PAGO SERV ML*COMPRA,Compras
COMPRA TC BITEL,Servicios
LA REBAJA VIRTUAL MEXICO,Salud
RETIRO JOCKEY PLAZA,Compras
COD CLINICA RICARDO PALMA,Salud
LA POLAR 03-02-2024,Compras
H&M COD078401,Compras
YAPE*LUNA,Servicios
UDEMY VISA,Educación
COMPRA INTL BUS EJECUTIVO,Transporte
DEBITO AUTOMATICO VTR,Servicios
DEEZER AUTORIZ 137329,Ocio
SHEIN OP189112,Compras
CFE OP531968,Servicios
NRO OP 022566 AUTOPISTA NORTE,Transporte
SEDAPAL AUT473341,Servicios
UNIVERSIDAD ANDES AUT271172,Educación
TRANSANTIAGO LATAM,Transporte
ESTACIONAMIENTO COD464029,Transporte
PAGO ONLINE H&M,Compras
INMOBILIARIA CENTURY21 AUT037966,Vivienda
SEGUROS BOLIVAR QR,Servicios
CRUZ DEL SUR 30/11/24,Transporte
RIPLEY COD295271,Compras
CARGO WOM FIBRA,Servicios
PEMEX REF198951,Transporte
ML*COMPRA COD493694,Compras
DEBITO AUTOMATICO ALQUILER DEPARTAMENTO,Vivienda
TRX CLINICA SHAIO,Salud
ANTICUCHOS DON JORGE AGO,Alimentación
CHILIS JUL,Alimentación
POS RIMAC SEGUROS,Servicios
METRO CDMX FEB,Transporte
COMPRA TELMEX INTERNET TRUJILLO,Servicios
PRIMAX OP177232,Transporte
ENEL TAJRETA 4185,Servicios
NRO OP 134684 TELMEX INTERNET,Servicios
BEAT OP968899,Transporte
TRX JUAN VALDEZ,Alimentación
VTR CHILE,Servicios
MOVISTAR FIBRA LATAM,Servicios
MERCADO LIBRE COD990664,Compras
MODO*JOSÉ,Alimentación
COMPRA WEB WOM FIBRA,Servicios
MODO*PÁNFILO,Alimentación
CARGO APPLE.COM,Compras
SUBWAY STORE,Alimentación
PAGO ONLINE JOCKEY PLAZA,Compras
POS PARDOS CHICKEN,Alimentación
H&M LIMA,Compras
DISCOTECA CLUB OP754015,Ocio
ARA APROBB495600,Alimentación
DB EL CORRAL,Alimentación
INSTITUTO IDIOMAS REF922192,Educación
PAGO ONLINE BAR EL BOTIJON,Ocio
EDENOR TARJETA 8702,Servicios
COMPRA WEB SIT MEDLELIN,Transporte
AMAZON PRIME VIDEO STORE,Ocio
OLIMPICA AUTORIZ 865331,Alimentación
COMPRA TOTTUS SANTIAGO,Alimentación
POS SANCOR SEGUROS,Servicios
UNIVERSIDAD ANDES REF402285,Educación
TRX UDEMY,Educación
RETIRO CAJERO PE,Otros
DB UBER EATS,Alimentación
MOVISTAR 07-02-2024,Servicios
COMPRA MOVISTAR COYOACAN,Servicios
CLINICA LAS AMERICAS 14/07,Salud
COMPRA INTL MAESTRO HOME CENTER,Vivienda
FARMACIA INKAFARMA 14/04/24,Salud
WEB INMOBILIARIA CENTURY21,Vivienda
COMPRA WEB LATAM AIRLINES,Transporte
HOMECENTER MASTERARD,Vivienda
JUAN VALDEZ*771493,Alimentación
MAKRO.COM,Alimentación
LA POSITIVA SEGUROS AUTORIZ 691750,Servicios
APP MAPFRE SEGUROS,Servicios
COMPRA EDENOR MONTERREY,Servicios
DISCO TARJETA 8329,Alimentación
TRANSMILENIO TARJETA 0318,Transporte
CROSSFT BOX CO,Ocio
PAGO SERV AEROMEXICO,Transporte
REF LABORATORIO CLINICO ROCHE,Salud
PROMART HOME CENTER SAN ISIDRO,Vivienda
COMPRA AMAZON,Compras
DEB ADIDAS STORE,Compras
EASY CONSTRUCCION APROB163947,Vivienda
PLIN*OLALLA,Servicios
DEBITO AUTOMATICO PRIMAX,Transporte
DB PERSONAL ARG,Servicios
LUZ DEL SUR VISA,Servicios
SHEIN NOV,Compras
DEB LA REBAJA VIRTUAL,Salud
FARMACIA INKAFARMA LATAM,Salud
TRANSF A CONSULTORIO DENTAL SONRIE,Salud
KARAOKE BOX 07/11/24,Ocio
OLIMPICA MASTERCARD,Alimentación
CRUZ DEL SUR AUTORIZ 001708,Transporte
APPP MAKRO,Alimentación
NRO OP 275171 SCOOTER MOVO,Transporte
CARGO AVIANCA,Transporte
AUTOPISTA NORTE COD221376,Transporte
VEA SUPERMERCADO.COM,Alimentación
OECHSLE REF194875,Compras
COMPRA TC OECHSLE,Compras
CINEMARK MIRAFLORES,Ocio
WOM TARJETA 2946,Servicios
